Song,Artist,Difficulty,Lv,CC,Notes,Chart designer,Version
astral.exe,Synzak & Laxeno57,Present,6,6,734,antymis.exe,6.0.0
astral.exe,Synzak & Laxeno57,Future,9,9.5,1059,antymis.exe,6.0.0
LiftOff,MAYA AKAI,Past,3,3,459,Luxance's Case-Book,6.0.0
LiftOff,MAYA AKAI,Present,6,6.5,500,Luxance's Case-Book,6.0.0
LiftOff,MAYA AKAI,Future,8,8.2,660,Luxance's Case-Book,6.0.0
LiftOff,MAYA AKAI,Eternal,9+,9.8,988,Luxance's Case-Book,6.0.0
SUPER AMBULANCE,AJURIKA,Past,4,4.5,740,moonquay【新入生】,6.0.0
SUPER AMBULANCE,AJURIKA,Present,7,7.5,971,moonquay v.EXPERT,6.0.0
SUPER AMBULANCE,AJURIKA,Future,10,10.3,1371,moonquay v.MASTER,6.0.0
Don't Fight The Music,黒魔,Past,4,4.5,757,絶滅 (AQUA) Lv.70,6.0.0
Don't Fight The Music,黒魔,Present,7+,7.8,962,絶滅 (AQUA) Lv.70,6.0.0
Don't Fight The Music,黒魔,Future,9,9.3,1043,絶滅 (AQUA) Lv.70,6.0.0
Don't Fight The Music,黒魔,Eternal,10+,10.7,1385,絶滅 (AQUA) Lv.70,6.0.0
And Revive The Melody,黒魔,Past,5,5.5,962,夜浪 (FIRE) Lv.75,6.0.0
And Revive The Melody,黒魔,Present,8,8.5,1269,夜浪 (FIRE) Lv.75,6.0.0
And Revive The Melody,黒魔,Future,10+,10.9,1710,夜浪 (FIRE) Lv.75,6.0.0
Swan Song,void (Mournfinale),Past,3,3,563,小終点,6.0.0
Swan Song,void (Mournfinale),Present,7,7.5,719,小終点,6.0.0
Swan Song,void (Mournfinale),Future,9+,9.9,1225,小終点,6.0.0
Renegade,sky_delta,Past,4,4.5,655,"raycast, The Devout",6.0.0
Renegade,sky_delta,Present,7+,7.8,751,"raycast, The Devout",6.0.0
Renegade,sky_delta,Future,9,9.6,994,"raycast, The Devout",6.0.0
Renegade,sky_delta,Beyond,10,10.2,1165,"raycast, The Irresolute",6.0.0
Rays of Remnant,May × Felysrator,Past,4,4.5,710,nora::nue,6.0.0
Rays of Remnant,May × Felysrator,Present,7,7.5,766,nora::nue,6.0.0
Rays of Remnant,May × Felysrator,Future,9+,9.7,982,nora::nue,6.0.0
Rays of Remnant,May × Felysrator,Beyond,10,10.4,1118,nora::nue,6.0.0
Breach of Faith,Supire feat.eili,Past,5,5.5,986,夜浪「perfidulo」,6.0.0
Breach of Faith,Supire feat.eili,Present,8,8.4,1171,夜浪「perfidulo」,6.0.0
Breach of Faith,Supire feat.eili,Future,10,10.3,1373,夜浪「perfidulo」,6.0.0
Breach of Faith,Supire feat.eili,Beyond,10+,10.9,1448,夜浪「perfidulo」,6.0.0
Lament Rain,Ashrount vs. 打打だいず,Past,6,6.5,1025,⇆ Fixation,6.0.0
Lament Rain,Ashrount vs. 打打だいず,Present,8+,8.8,1186,⇆ Sublimation,6.0.0
Lament Rain,Ashrount vs. 打打だいず,Future,10,10.6,1380,⇆ Separation,6.0.0
Lament Rain,Ashrount vs. 打打だいず,Beyond,11,11.4,1637,⇆ Projection,6.0.0
Designant.,Designant,Past,7,7.5,1055,1st Command ≒ Legacy,6.0.0
Designant.,Designant,Present,9,9.6,1426,2nd Command ≒ Perfection,6.0.0
Designant.,Designant,Future,10+,10.9,1768,3rd Command ≒ Ascendance,6.0.0
Designant.,Designant,Beyond,11+,11.9,2184,Final Command. Infinity,6.0.0
Astral Quantization,Dj Grimoire,Past,5,5,782,Ψ,6.0.0
Astral Quantization,Dj Grimoire,Present,8,8.1,943,Ψ,6.0.0
Astral Quantization,Dj Grimoire,Future,10,10.6,1388,Ψ,6.0.0
Ignition,パソコン音楽クラブ,Past,3,3.5,578,るくあんす,6.1.0
Ignition,パソコン音楽クラブ,Present,6,6,621,るくあんす,6.1.0
Ignition,パソコン音楽クラブ,Future,9+,9.8,994,るくあんす,6.1.0
BlazinG AIR,kanone,Past,3,3.5,433,BlazinG ÉND,6.1.0
BlazinG AIR,kanone,Present,6,6.5,571,BlazinG ÉND,6.1.0
BlazinG AIR,kanone,Future,8+,8.9,757,BlazinG ÉND,6.1.0
BlazinG AIR,kanone,Eternal,10,10.1,1129,BlazinG ÉND,6.1.0
8-EM,Sampling Masters AYA,Past,4,4.5,557,Exschwasion,6.1.0
8-EM,Sampling Masters AYA,Present,7+,7.8,847,Exschwasion,6.1.0
8-EM,Sampling Masters AYA,Future,9,9.5,1081,Rave Gallery,6.1.0
8-EM,Sampling Masters AYA,Eternal,10,10.3,1201,X-SCHWASION,6.1.0
DA'AT -The First Seeker of Souls-,水野健治 VS 大国奏音,Past,5,5.5,921,夜浪 -Revolutions-,6.1.0
DA'AT -The First Seeker of Souls-,水野健治 VS 大国奏音,Present,8,8.4,1091,夜浪 -Revolutions-,6.1.0
DA'AT -The First Seeker of Souls-,水野健治 VS 大国奏音,Future,10+,10.9,1500,夜浪 -Revolutions-,6.1.0
BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,Past,3,3.5,472,écologie,6.2.0
BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,Present,6,6.5,614,écologie,6.2.0
BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,Future,8+,8.8,894,écologie,6.2.0
BREaK! BREaK! BREaK!,HiTECH NINJA vs Cranky,Eternal,10,10.3,1251,EXSCHWASiON vs 絶滅,6.2.0
Straight into the lights,Cosmograph,Past,4,4,583,nora::kuma,6.2.0
Straight into the lights,Cosmograph,Present,7,7.5,714,nora::kuma,6.2.0
Straight into the lights,Cosmograph,Future,9,9.5,1226,nora::kuma,6.2.0
Straight into the lights,Cosmograph,Eternal,10,10.5,1280,反水 × 夜浪,6.2.0
ViRTUS,Hiro,Past,5,5.5,877,NiTRO,6.2.0
ViRTUS,Hiro,Present,8,8.6,1000,NiTRO,6.2.0
ViRTUS,Hiro,Future,9+,9.9,1222,NiTRO,6.2.0
ViRTUS,Hiro,Eternal,10+,10.9,1341,NiTRO,6.2.0
yomibito_shirazu,Limonène (サノカモメ+月島春果),Past,4,4.5,641,<!-- raycast -->,6.2.0
yomibito_shirazu,Limonène (サノカモメ+月島春果),Present,8,8,764,<!-- raycast -->,6.2.0
yomibito_shirazu,Limonène (サノカモメ+月島春果),Future,9+,9.8,1075,<!-- raycast -->,6.2.0
Aether Crest: Astral,void (Mournfinale) × 水野健治,Past,6,6,921,Nitro,6.2.6
Aether Crest: Astral,void (Mournfinale) × 水野健治,Present,8+,8.9,1147,Empyrean,6.2.6
Aether Crest: Astral,void (Mournfinale) × 水野健治,Future,10,10.6,1508,M理論 《Quintessence》,6.2.6
Aether Crest: Astral,void (Mournfinale) × 水野健治,Eternal,11,11.5,1941,夜浪 × 絶滅「αἴθων」,6.2.6
Heartache,Toby Fox,Past,1,1.5,425,sidewaves,6.3.0
Heartache,Toby Fox,Present,4,4.5,687,sidewaves,6.3.0
Heartache,Toby Fox,Future,7,7.5,803,sidewaves,6.3.0
Heartache,Toby Fox,Eternal,8+,8.7,851,sidewaves,6.3.0
Death By Glamour,Toby Fox,Past,2,2.5,460,RYCT QUIZ SHOW,6.3.0
Death By Glamour,Toby Fox,Present,5,5,470,RYCT COOKING,6.3.0
Death By Glamour,Toby Fox,Future,7+,7.8,610,RYCT NEWS,6.3.0
Death By Glamour,Toby Fox,Eternal,9,9.4,912,RYCT THE MUSICAL,6.3.0
Your Best Nightmare,Toby Fox,Past,3,3.5,760,Nitro,6.3.0
Your Best Nightmare,Toby Fox,Present,6,6.5,925,Nitro,6.3.0
Your Best Nightmare,Toby Fox,Future,8+,8.9,1086,Arcaea Charting Team【The Six Souls】,6.3.0
Your Best Nightmare,Toby Fox,Beyond,10,10.2,1451,Arcaea Charting Team【The Six Souls】,6.3.0
Last Goodbye,Toby Fox,Past,2,2.5,497,Luxance,6.3.0
Last Goodbye,Toby Fox,Present,6,6.5,605,Luxance,6.3.0
Last Goodbye,Toby Fox,Future,8,8.2,727,Luxance,6.3.0
Last Goodbye,Toby Fox,Eternal,9+,9.7,911,Good night.,6.3.0
MEGALOVANIA,Toby Fox,Past,4,4.5,906,瑞獣 ＬＶ３,6.3.0
MEGALOVANIA,Toby Fox,Present,7,7.5,969,瑞獣 ＬＶ８,6.3.0
MEGALOVANIA,Toby Fox,Future,9,9.5,1064,瑞獣 ＬＶ１５,6.3.0
MEGALOVANIA,Toby Fox,Eternal,10,10.5,1202,瑞獣 ＬＶ１９,6.3.0
MEGALOVANIA (Camellia Remix),Camellia,Past,5,5.5,946,M理論,6.3.0
MEGALOVANIA (Camellia Remix),Camellia,Present,8,8.4,1161,M理論,6.3.0
MEGALOVANIA (Camellia Remix),Camellia,Future,9+,9.8,1345,M理論,6.3.0
MEGALOVANIA (Camellia Remix),Camellia,Eternal,10+,10.9,1468,* do you wanna have a bad time?,6.3.0
Placebo♥Battler,OSTER project,Past,5,5.5,597,絶滅【再構築】,6.3.0
Placebo♥Battler,OSTER project,Present,8,8.3,827,絶滅【再構築】,6.3.0
Placebo♥Battler,OSTER project,Future,10,10.4,1194,絶滅【再構築】,6.3.0
Black Mirror on the Wall,暁Records,Past,3,3.5,471,Nitro,6.3.2
Black Mirror on the Wall,暁Records,Present,6,6.5,613,Nitro,6.3.2
Black Mirror on the Wall,暁Records,Future,8,8.6,735,Nitro,6.3.2
Black Mirror on the Wall,暁Records,Eternal,9+,9.7,894,KLMNOP,6.3.2
Shinchoku Doudesuka?,sumijun feat. ななひら,Past,3,3.5,595,明日から頑張る,6.3.2
Shinchoku Doudesuka?,sumijun feat. ななひら,Present,7,7.5,743,今からやります,6.3.2
Shinchoku Doudesuka?,sumijun feat. ななひら,Future,8+,8.8,957,もう少し待っててね,6.3.2
Shinchoku Doudesuka?,sumijun feat. ななひら,Eternal,9+,9.9,1162,進捗ダメです,6.3.2
TRPNO,Nauts,Past,4,4.5,451,raycast,6.3.2
TRPNO,Nauts,Present,7+,7.8,562,raycast,6.3.2
TRPNO,Nauts,Future,10,10,897,raycast,6.3.2
τ (tau),Wooden,Past,4,4.5,553,ə (exschwasion),6.4.0
τ (tau),Wooden,Present,7+,7.8,798,ə (exschwasion),6.4.0
τ (tau),Wooden,Future,9+,9.7,1057,ə (exschwasion),6.4.0
Dull Blade,stuv,Past,4,4.5,579,NITRO,6.4.0
Dull Blade,stuv,Present,8,8,780,NITRO,6.4.0
Dull Blade,stuv,Future,10,10.5,1199,NITRO,6.4.0
Won't Back Down,Pure 100% / KASA,Past,3,3.5,437,én,6.5.0
Won't Back Down,Pure 100% / KASA,Present,6,6.5,551,én,6.5.0
Won't Back Down,Pure 100% / KASA,Future,9+,9.8,1015,én,6.5.0
Don't Die,Paul Bazooka,Past,3,3.5,460,nora::neko,6.5.0
Don't Die,Paul Bazooka,Present,7,7,565,nora::neko,6.5.0
Don't Die,Paul Bazooka,Future,9,9.4,793,nora::neko,6.5.0
Don't Die,Paul Bazooka,Eternal,10,10.1,1004,nora::neko,6.5.0
Ladymade Star,ESTi,Past,2,2.5,394,Nitro -FEVER-,6.5.0
Ladymade Star,ESTi,Present,6,6.5,491,Nitro -STAGE-,6.5.0
Ladymade Star,ESTi,Future,8,8.4,636,Nitro -PLATINUM-,6.5.0
Ladymade Star,ESTi,Eternal,9,9.2,753,Nitro -RESPECT-,6.5.0
End of The Moonlight,Forte Escape,Past,3,3,340,sidewaves,6.5.0
End of The Moonlight,Forte Escape,Present,5,5.5,434,sidewaves,6.5.0
End of The Moonlight,Forte Escape,Future,9,9.5,738,sidewaves,6.5.0
U.A.D,HAYAKO,Past,3,3.5,366,Exschwas⇅on,6.5.0
U.A.D,HAYAKO,Present,6,6.5,526,Exschwas⇅on,6.5.0
U.A.D,HAYAKO,Future,8+,8.7,643,Exschwas⇅on,6.5.0
U.A.D,HAYAKO,Eternal,9+,9.8,836,Exschwas⇅on,6.5.0
OBLIVION,ESTi,Past,4,4,469,Toaster,6.5.0
OBLIVION,ESTi,Present,7,7,527,Toaster,6.5.0
OBLIVION,ESTi,Future,9,9.5,759,Toaster,6.5.0
OBLIVION,ESTi,Eternal,10,10.1,871,Toaster,6.5.0
Nightmare,M2U,Past,4,4.5,680,零下,6.5.0
Nightmare,M2U,Present,7,7.8,757,零下,6.5.0
Nightmare,M2U,Future,9+,9.8,901,零下,6.5.0
Nightmare,M2U,Eternal,10+,10.8,1116,零下,6.5.0
Tic! Tac! Toe!,TAK x Corbin,Past,3,3.5,353,moonquay,6.5.0
Tic! Tac! Toe!,TAK x Corbin,Present,7,7.5,505,moonquay,6.5.0
Tic! Tac! Toe!,TAK x Corbin,Future,8+,8.8,760,moonquay c.CLEAR,6.5.0
Tic! Tac! Toe!,TAK x Corbin,Eternal,9+,9.9,907,moonquay c.FAIL,6.5.0
SATISFACTION,P*Light & DJ Noriken feat. KMNZ,Past,3,3.5,580,Nitro,6.6.0
SATISFACTION,P*Light & DJ Noriken feat. KMNZ,Present,6,6.5,738,Nitro,6.6.0
SATISFACTION,P*Light & DJ Noriken feat. KMNZ,Future,8,8.5,890,Nitro,6.6.0
SATISFACTION,P*Light & DJ Noriken feat. KMNZ,Eternal,9,9.5,1047,Nitro,6.6.0
Someday,NieN,Past,3,3,367,sidewaves,6.6.0
Someday,NieN,Present,6,6,477,sidewaves + Nitro,6.6.0
Someday,NieN,Future,9,9.5,673,sidewaves + Exschwasion,6.6.0
Miles,Electronic Boutique,Past,3,3.5,385,Interator,6.6.0
Miles,Electronic Boutique,Present,6,6.5,548,Interator,6.6.0
Miles,Electronic Boutique,Future,8,8.2,687,Interator,6.6.0
Miles,Electronic Boutique,Eternal,9+,9.8,829,Interator,6.6.0
I want You,Lin-G,Past,3,3,326,Toaster,6.6.0
I want You,Lin-G,Present,5,5.5,395,Toaster,6.6.0
I want You,Lin-G,Future,8,8.3,528,Toaster,6.6.0
I want You,Lin-G,Eternal,9,9.4,660,Toaster,6.6.0
Syriana,BEXTER,Past,4,4.5,490,RAYCAST [NM],6.6.0
Syriana,BEXTER,Present,7,7.5,516,RAYCAST [HD],6.6.0
Syriana,BEXTER,Future,9+,9.9,886,RAYCAST [MX],6.6.0
Liar,zts,Past,4,4.5,461,Nitro,6.6.0
Liar,zts,Present,7+,7.8,614,Nitro,6.6.0
Liar,zts,Future,10,10,919,KLMNOP + Nitro,6.6.0
BlythE,M2U,Past,3,3,610,M理論,6.6.0
BlythE,M2U,Present,7,7.5,729,M理論,6.6.0
BlythE,M2U,Future,9,9.4,1000,M理論,6.6.0
BlythE,M2U,Eternal,10,10.5,1207,M理論,6.6.0
We're All Gonna Die,Paul Bazooka,Past,5,5.5,733,絶滅,6.6.0
We're All Gonna Die,Paul Bazooka,Present,8,8,864,絶滅,6.6.0
We're All Gonna Die,Paul Bazooka,Future,10,10.1,1147,絶滅,6.6.0
We're All Gonna Die,Paul Bazooka,Eternal,10+,10.9,1335,絶滅,6.6.0
Dematerialized,In Love With A Ghost,Past,1,1.5,469,karat,6.7.0
Dematerialized,In Love With A Ghost,Present,4,4.5,659,karat,6.7.0
Dematerialized,In Love With A Ghost,Future,7,7.5,722,karat,6.7.0
Dematerialized,In Love With A Ghost,Eternal,8,8.3,790,karat,6.7.0
See the Lights!,polysha feat. しろさきあや,Past,3,3.5,445,raycast☆,6.7.0
See the Lights!,polysha feat. しろさきあや,Present,6,6.5,582,raycast☆,6.7.0
See the Lights!,polysha feat. しろさきあや,Future,8,8.6,692,raycast☆,6.7.0
See the Lights!,polysha feat. しろさきあや,Eternal,9,9.6,844,raycast☆,6.7.0
Scarlet Lunar Empress,technoplanet feat. 夕月ティア,Past,3,3.5,609,青月sidewaves,6.7.0
Scarlet Lunar Empress,technoplanet feat. 夕月ティア,Present,7,7,698,青月sidewaves,6.7.0
Scarlet Lunar Empress,technoplanet feat. 夕月ティア,Future,9+,9.8,1037,青月sidewaves,6.7.0
Dual Dependency,seatrus,Past,4,4.5,607,絶∥滅,6.7.0
Dual Dependency,seatrus,Present,7+,7.8,784,絶∥滅,6.7.0
Dual Dependency,seatrus,Future,9,9.5,987,絶∥滅,6.7.0
Dual Dependency,seatrus,Eternal,10,10.4,1162,絶∥滅,6.7.0
Lilly,Juggernaut.,Past,5,5,865,反水【天龍】,6.7.0
Lilly,Juggernaut.,Present,8,8.4,1052,反水【天龍】,6.7.0
Lilly,Juggernaut.,Future,9+,9.9,1312,反水【天龍】,6.7.0
Lilly,Juggernaut.,Eternal,10+,10.8,1353,瑞獣【応龍】,6.7.0
Extradimensional Cosmic Phenomenon,TAKIO feat. つぐ,Past,6,6.5,1011,#0000遒ｧ,6.7.0
Extradimensional Cosmic Phenomenon,TAKIO feat. つぐ,Present,8+,8.8,1193,#0000遒ｧ,6.7.0
Extradimensional Cosmic Phenomenon,TAKIO feat. つぐ,Future,10,10.6,1422,#0000遒ｧ,6.7.0
Extradimensional Cosmic Phenomenon,TAKIO feat. つぐ,Eternal,11,11.3,1726,#0000遒ｧ,6.7.0
disintegration,ひゅ〜ぶ,Past,4,4,387,raycast,6.8.0
disintegration,ひゅ〜ぶ,Present,6,6.5,466,raycast,6.8.0
disintegration,ひゅ〜ぶ,Future,8,8.3,605,raycast,6.8.0
disintegration,ひゅ〜ぶ,Eternal,9+,9.8,821,raycast,6.8.0
Factorder,瀬名 feat. 梨雛,Past,2,2.5,510,Luxance -Lost Colors-,6.8.0
Factorder,瀬名 feat. 梨雛,Present,6,6.5,663,Luxance -Lost Colors-,6.8.0
Factorder,瀬名 feat. 梨雛,Future,8,8.6,849,Nitro,6.8.0
Factorder,瀬名 feat. 梨雛,Eternal,9,9.6,1015,Luxance -Lost Colors-,6.8.0
incomplete the one,Halv feat.Kuroa*,Past,3,3.5,691,<>ntym1s,6.8.0
incomplete the one,Halv feat.Kuroa*,Present,7,7.5,848,<>ntym1s,6.8.0
incomplete the one,Halv feat.Kuroa*,Future,8+,8.8,912,<>ntym1s,6.8.0
incomplete the one,Halv feat.Kuroa*,Eternal,9+,9.9,1008,<>ntym1s,6.8.0
CHAOSBLAST,QURELESS + 柚子花,Past,4,4.5,786,NITRO「THE ANARQISM」,6.8.0
CHAOSBLAST,QURELESS + 柚子花,Present,7+,7.8,1000,NITRO「THE ANARQISM」,6.8.0
CHAOSBLAST,QURELESS + 柚子花,Future,9,9.6,1290,NITRO「THE ANARQISM」,6.8.0
CHAOSBLAST,QURELESS + 柚子花,Eternal,10,10.5,1539,NITRO「THE ANARQISM」,6.8.0
"Welcome, Queen of Fiction.",打打だいず,Past,5,5,610,ようこそ、瑞獣。,6.8.0
"Welcome, Queen of Fiction.",打打だいず,Present,8,8.5,832,ようこそ、瑞獣。,6.8.0
"Welcome, Queen of Fiction.",打打だいず,Future,10,10.1,1172,ようこそ、瑞獣。,6.8.0
"Welcome, Queen of Fiction.",打打だいず,Eternal,10+,10.9,1442,虚偽の玉座【夜浪】,6.8.0
AlterGate,MisoilePunch♪ ~タケノコ添え~,Past,5,5.5,774,絶滅,6.8.0
AlterGate,MisoilePunch♪ ~タケノコ添え~,Present,8+,8.7,993,絶滅,6.8.0
AlterGate,MisoilePunch♪ ~タケノコ添え~,Future,10+,10.7,1324,絶滅,6.8.0
Acheron,KARUT,Past,3,3.5,538,karat,6.8.2
Acheron,KARUT,Present,7,7.5,688,karat,6.8.2
Acheron,KARUT,Future,9+,9.7,1024,karat,6.8.2
Eternity Break,Puru,Past,3,3.5,634,M理論_halt,6.8.4
Eternity Break,Puru,Present,7,7.5,882,M理論_halt,6.8.4
Eternity Break,Puru,Future,9,9.6,1051,M理論_halt,6.8.4
Eternity Break,Puru,Eternal,10,10.4,1155,M理論_halt,6.8.4
ROST PAGE GENE,MYUKKE.,Past,5,5,475,NEON:ROAD:OKAY,6.9.0
ROST PAGE GENE,MYUKKE.,Present,8,8.2,697,NEON:ROAD:OKAY,6.9.0
ROST PAGE GENE,MYUKKE.,Future,10,10.3,1028,NEON:ROAD:OKAY,6.9.0
Viola Illyria,Kolaa,Past,2,2.5,539,sidewaves,6.9.0
Viola Illyria,Kolaa,Present,6,6.5,683,sidewaves,6.9.0
Viola Illyria,Kolaa,Future,9,9.5,927,sidewaves + Exschwasion,6.9.0
Vainspire,satella,Past,3,3.5,771,|karat|,6.9.0
Vainspire,satella,Present,7,7,787,|karat|,6.9.0
Vainspire,satella,Future,8,8.4,947,|karat|,6.9.0
Vainspire,satella,Eternal,9+,9.9,1133,|karat|,6.9.0
No Way Back,Nhato,Past,4,4.5,564,「Nitro」,6.9.0
No Way Back,Nhato,Present,7,7.5,639,「Nitro」,6.9.0
No Way Back,Nhato,Future,8+,8.9,837,「Nitro」,6.9.0
No Way Back,Nhato,Eternal,10,10.4,1008,「Nitro」,6.9.0
ANDORXOR,Sobrem,Past,4,4.5,559,反∧水,6.9.0
ANDORXOR,Sobrem,Present,7+,7.8,758,反∧水,6.9.0
ANDORXOR,Sobrem,Future,9+,9.9,1055,反∧水,6.9.0
ANDORXOR,Sobrem,Eternal,10+,10.8,1404,反∧水,6.9.0
Undying Macula,Ashrount,Past,5,5.5,883,PHOTONSPHERE,6.9.0
Undying Macula,Ashrount,Present,8+,8.7,904,ERGOSPHERE,6.9.0
Undying Macula,Ashrount,Future,10,10.1,1250,EVENTHORIZON,6.9.0
Undying Macula,Ashrount,Eternal,11,11,1461,M/V_BRIDGE,6.9.0
Wake in Hour,有村京悟 feat.July,Past,2,2.5,394,Luxance,6.10.0
Wake in Hour,有村京悟 feat.July,Present,5,5.5,492,Luxance,6.10.0
Wake in Hour,有村京悟 feat.July,Future,7,7.5,608,Luxance,6.10.0
Wake in Hour,有村京悟 feat.July,Eternal,8+,8.7,726,Luxance,6.10.0
mod,kalsoer,Past,3,3.5,572,karat,6.10.0
mod,kalsoer,Present,6,6.5,676,karat,6.10.0
mod,kalsoer,Future,9,9.4,853,karat,6.10.0
Particle,Lime / Kankitsu,Past,3,3.5,519,M理論,6.10.0
Particle,Lime / Kankitsu,Present,6,6,613,M理論,6.10.0
Particle,Lime / Kankitsu,Future,9,9.5,890,M理論_charmq,6.10.0
Particle,Lime / Kankitsu,Eternal,9+,9.7,881,M理論_strangeq,6.10.0
Paradox Palette,Aethoro,Past,4,4,476,antymis.,6.10.0
Paradox Palette,Aethoro,Present,7,7.5,653,antymis.,6.10.0
Paradox Palette,Aethoro,Future,8+,8.8,814,antymis.,6.10.0
Paradox Palette,Aethoro,Eternal,9+,9.9,1043,antymis.,6.10.0
Xxium and Purple haze,D.watt,Past,2,2.5,768,ẋx,6.10.0
Xxium and Purple haze,D.watt,Present,7+,7.8,806,ẋx,6.10.0
Xxium and Purple haze,D.watt,Future,9+,9.9,1182,ẋx,6.10.0
Xxium and Purple haze,D.watt,Eternal,10,10.5,1096,ẋx,6.10.0
Angel's Boundary,MEMODEMO,Past,5,5,841,"[絶,滅)",6.10.0
Angel's Boundary,MEMODEMO,Present,8,8.5,1013,"[絶,滅)",6.10.0
Angel's Boundary,MEMODEMO,Future,10,10.2,1246,"[絶,滅)",6.10.0
Xterfusion,REDALiCE × t+pazolite,Past,4,4.5,640,Nitro -fuze- 夜浪,6.10.0
Xterfusion,REDALiCE × t+pazolite,Present,8,8.3,924,Nitro -fuze- 夜浪,6.10.0
Xterfusion,REDALiCE × t+pazolite,Future,9+,9.8,1138,Nitro -fuze- 夜浪,6.10.0
Xterfusion,REDALiCE × t+pazolite,Eternal,10+,10.7,1441,Nitro -fuze- 夜浪,6.10.0
INFINITE DIMENSION,DJ Noriken × P*Light,Past,2,2.5,566,én,6.10.8
INFINITE DIMENSION,DJ Noriken × P*Light,Present,6,6,708,én,6.10.8
INFINITE DIMENSION,DJ Noriken × P*Light,Future,8,8.6,947,én,6.10.8
INFINITE DIMENSION,DJ Noriken × P*Light,Eternal,10,10.1,1111,ray∞cast,6.10.8
INCARNATOR₀₀,Silentroom × N²,Past,3,3.5,1178,M理論_origin,6.10.8
INCARNATOR₀₀,Silentroom × N²,Present,6,6.5,1276,M理論_origin,6.10.8
INCARNATOR₀₀,Silentroom × N²,Future,8+,8.9,1565,M理論_origin,6.10.8
INCARNATOR₀₀,Silentroom × N²,Eternal,10,10.4,1355,antymis [archetype],6.10.8
zephyrlasting,s-don × nitro (lowiro),Past,3,3.5,563,Souplex,6.10.8
zephyrlasting,s-don × nitro (lowiro),Present,7,7.5,832,Souplex,6.10.8
zephyrlasting,s-don × nitro (lowiro),Future,9,9.5,1027,Souplex + Nitro,6.10.8
zephyrlasting,s-don × nitro (lowiro),Eternal,10,10.3,1166,Nitro 「The Timeless」,6.10.8
MARENYX,BlackY × Aoi,Past,4,4.5,886,raycast against. 零下,6.10.8
MARENYX,BlackY × Aoi,Present,7+,7.8,1143,raycast against. 零下,6.10.8
MARENYX,BlackY × Aoi,Future,9,9.5,1307,raycast against. 零下,6.10.8
MARENYX,BlackY × Aoi,Eternal,10+,10.8,1500,raycast against. 零下,6.10.8
Code: Oblivion,Kobaryo × Gram,Past,5,5.5,773,~sidewaves,6.10.8
Code: Oblivion,Kobaryo × Gram,Present,8,8.3,1015,~sidewaves,6.10.8
Code: Oblivion,Kobaryo × Gram,Future,9+,9.9,1281,~sidewaves,6.10.8
Code: Oblivion,Kobaryo × Gram,Eternal,10+,10.9,1503,煌磨,6.10.8
ΛZΛLEΛ,ak+q × onoken,Past,4,4,847,Nitro「The Ephemeral」,6.10.8
ΛZΛLEΛ,ak+q × onoken,Present,7,7,973,Nitro「The Ephemeral」,6.10.8
ΛZΛLEΛ,ak+q × onoken,Future,9,9.4,1144,Nitro「The Ephemeral」,6.10.8
ΛZΛLEΛ,ak+q × onoken,Eternal,10,10,1075,NORΛ::NEKO × KΛRΛT,6.10.8
taboo tears you up 2017,REDALiCE,Past,3,3,449,SiDEWAVES,6.11.0
taboo tears you up 2017,REDALiCE,Present,6,6.5,637,SiDEWAVES,6.11.0
taboo tears you up 2017,REDALiCE,Future,8,8.4,845,SiDEWAVES,6.11.0
taboo tears you up 2017,REDALiCE,Eternal,9+,9.8,1125,én,6.11.0
Grandspell,Hylen,Past,4,4.5,704,Exschwasion,6.11.0
Grandspell,Hylen,Present,8,8.4,977,Exschwasion,6.11.0
Grandspell,Hylen,Future,10,10.2,1289,Exschwasion,6.11.0
undefined,planless & 乃花こより,Past,3,3.5,371,sidewaves,6.11.2
undefined,planless & 乃花こより,Present,6,6,532,sidewaves,6.11.2
undefined,planless & 乃花こより,Future,9,9.4,896,sidewaves + Nitro,6.11.2
~_+,AQUASINE ~ MEMODEMO + METAROOM,Past,4,4.5,869,KARA+_~1.TMP,6.11.2
~_+,AQUASINE ~ MEMODEMO + METAROOM,Present,8,8,994,KARA+_~1.TMP,6.11.2
~_+,AQUASINE ~ MEMODEMO + METAROOM,Future,9+,9.9,1201,KARA+_~1.TMP,6.11.2
Paranoid Arc,t+pazolite,Past,4,4.5,762,Exschwasion v.●/○/○,6.11.2
Paranoid Arc,t+pazolite,Present,7+,7.8,849,Exschwasion v.●/○/○,6.11.2
Paranoid Arc,t+pazolite,Future,9,9.6,1204,Exschwasion v.●/○/○,6.11.2
Paranoid Arc,t+pazolite,Eternal,10,10.5,1412,Exschwasion v.●/○/○,6.11.2
Subsphere in Eclosion,窓辺リカ,Past,5,5,781,Nitro v.○/●/○,6.11.6
Subsphere in Eclosion,窓辺リカ,Present,8,8.1,997,Nitro v.○/●/○,6.11.6
Subsphere in Eclosion,窓辺リカ,Future,9,9.6,1177,Nitro v.○/●/○,6.11.6
Subsphere in Eclosion,窓辺リカ,Eternal,10,10.6,1327,Nitro v.○/●/○,6.11.6
The 'Raft' taught me: your heart will always find a way.,庭師,Past,4,4.5,722,Interator,6.11.8
The 'Raft' taught me: your heart will always find a way.,庭師,Present,7,7.5,803,Interator,6.11.8
